company_name,job_category,location,status,created_at,title,content_pros,content_cons,content_hope,star,star1,star2,star3,star4,star5,company_id
(주)티몬,영업/제휴,서울,전직원,2023. 07,그냥저냥 똑같은 것같아요 다들 아시잖아요,인턴인데 불과하고 다들 좋게 대해주셧고 정직원 처럼 대해주셧어요,단점은 너무 일을 아삽으로해요 순서 없이 하는것같아요 그래서 좀 업무 가 꼬였어요,바라는 것도 없엇어요 저는 받은 많큼 일했으니깐,3점,2점,2점,2점,2점,2점,1
(주)티몬,마케팅/시장조사,서울,전직원,2023. 07,체계가 잘 잡혀 있어 힘들지 않게 다니기 좋음.,"팀원들이 대부분 연차를 잘 안씀.. 고로 나도 쓰기 힘듦... 눈치 안보고 쓰는사람 1명만 줄곧 씀 따라서 연차는 개인사정이 있다면 자유롭게 쓸수 있음..
중식제공..","윗선이 많다보니 문서작업하고 보고 하다 하루 다감.
의사결정권자들이 많음.. 뭐 하나 진행하려면 시간이 오래걸림","합리적인 복지가 필요하고,
근데 뭐 이정도면 나쁘지 않다고 생각합니다.",4점,3점,3점,3점,3점,3점,1
(주)티몬,마케팅/시장조사,서울,현직원,2023. 07,"이것저것 다양한 경험을 해볼 수 있어서 좋으나, 확실한 보상은 없는 회사. 약간 정체되어 있는 느낌.","좋은 동료들이 많고, 수평구조라 즐겁게 일할 수 있어요.","복지제도가 다양하지 않고, 확실한 성과나 야근 수당이 없음.",합리적인 복지 및 보상 체계를 구축해줬으면 합니다.,4점,4점,4점,5점,5점,4점,1
(주)티몬,기획/경영,서울,전직원,2023. 07,"부바이부가 굉장히 큰 회사. 매출이 중요해서 어쩔 수 없이 계속 야근을 하게된는 회사.
그치만 일하는 분위기나 같이 일하는 사람들이 너무 좋음","이것도 부바이부이자 상사따라 다르겠지만, 우리 부서는 사람들이 다 눈치도 안주고, 일만 다 해놓으면 퇴근이 자유로웠음. 밑에 카페 깔끔해서 좋았음. 그리고 대표님이 한번씩 내려와서 응원해주는거 좋았음. 회사 밝아서 맘에 듦",굳이 꼽자면 복지가 없어..... 9시 반출근 9시 반 퇴근느낌... 매출압박이 너무 심함. 사실 단점이랄게 있나 싶음. 그냥 정말 보통인 느낌,복지와 보상이 많았으면 좋겠다. 셧다운제도가 어느정도는 필요할 것 같습니다.,4점,3점,2점,2점,4점,3점,1
(주)티몬,마케팅/시장조사,서울,전직원,2023. 07,누구나 이름을 안다는 타이틀이 중요하다면,말 그대로 누구나 이름을 아는 회사에 다닌다는 자부심이 들어서 좋음,구성원들의 분위기가 팀마다 다를수는 있지만 조금 개인주의적인 면이 있음,적극적인 복지혜택과 근무환경에 신경을 써주셨으면 좋겟다,3점,3점,3점,3점,3점,3점,1
(주)티몬,기획/경영,서울,전직원,2023. 07,큰 변화가 많았고 직원들이 온 몸으로 막아내야 했던 회사,"자유로운 출퇴근, 재택근무, 고난을 함께하다보니 생기는 전우애",권한만 있고 책임은 없는 분들이 너무 많음. 권한은 없고 의무만 있는 직원들에게 감사하세요.,제발 책임있는 사람들의 책임지는 모습을 보여주세요. 젊은 직원들이 뭘 보고 배우겠습니까.,3점,3점,2점,3점,3점,1점,1
(주)티몬,영업/제휴,서울,전직원,2023. 07,회사 규모가 커서 이름을 달고 나가기 좋음,"대부분의 직급이 수평적인 분위기, 건물이 깔끔함, 팀바이팀으로 깔끔하게 출퇴근","매출에 비해 과한 인력을 소모할 때가 있음, 회사 아이덴티티와 목표에 사이에서 괴리가 있음, 복지가 무너져내림",겉에 포장된 내용과 실제 일하는 내용이 일치하는 회사가 됐으면,3점,3점,3점,3점,3점,1점,1
(주)티몬,영업/제휴,서울,전직원,2023. 07,아웃바운드 영업 배워보고 싶은 사람에게 추천,업무가 많지않다. 즉 딜만 따오면되고 팝업 업무는 거의 없는 편이다. 복지가 뭐가 있는지도 잘 모르겠다.,일 안하는 사람이 많고 일을 진짜 못하는 윗사람이 많다. 또 공과 사 구분을 못하는 팀장도 있다. 사적 감정으로 팀원을 대하기도 함,글쎄.. 그냥 지금 있는 직원들의 소중함이라도 알았으면 한다,2점,1점,1점,3점,2점,1점,1
(주)티몬,마케팅/시장조사,부산,전직원,2023. 07,다양한 개발 환경을 요구하고 처음 마케팅을 배우는 사람들에겐 괜춘,야근 크게 없어서 좋았음. 눈치보지 않고 퇴근하기 연차도 잘썼음,연봉이 그닥 많지않음. 내가 느끼기엔 큰 단점이 없었다,직원들의 불만이나 요구사항을 잘 들어주고 해결방안 마련,5점,4점,3점,3점,3점,4점,1
(주)티몬,기획/경영,서울,전직원,2023. 07,안녕하세요 예전에 다녔던 사람인데 확실 기업복지가 좋았습니다. 근무시간 및 자유시간 간식거리 쉬는시간 여러가지 교통편 다 좋습니다. 아주 좋습니다. 재입사가능할거 같습니다.,아주 좋습니다 기업복지가 좋은거같습니다. 예전에는 식당 및 헬스장 사우나등 제휴로 다 이용이 가능햇고 사람들도 다 좋아서 아주아주 오래오래 당니고 싶은 ㅈ기장아빈당.,여러가지 이유가 있겠지만 확실히 매출 압박이 심합니다. 이거는 어디 회사 어디 지역 어디 기업에 다 마찬가지 이유겠지만 매출에 대한 압ㄱ박이랑 푸시가 강하다고 할까요 그정도로 생각하고 있습니다.,크게 없습니다 경영진이 누구인지 잘 모르는 사람들이고 얼굴을 모르니까 바라는점은 굳이 뽑을래야 뽑을수가 없는거 같습니다. 써야한다길래 써봅니다.,5점,5점,5점,5점,5점,5점,1
(주)티몬,디자인,서울,전직원,2023. 07,워라밸이 중요하면 다니기에 괜찮은회사라 생각합니다.,자유로운 연차 사용과 패밀리데이 등 대기업의 복지를 누릴수 있는 점,팀바팀이겠지만 팀장이 어떤 사람인가에 따라 분위기가 많이 다릅니다.,더 다니고 싶은 회사라는 생각이 들게 해줬으면 좋겠어요,3점,3점,3점,4점,3점,1점,1
(주)티몬,디자인,서울,전직원,2023. 07,주니어 정규직으로 잠깐 다녀서 경력 바짝 쌓기 좋음 인수 이후로 많이 안 좋아짐,"연차 자유롭게 쓸 수 있음, 안 바쁘면 정시퇴근 가능, 매우 자유로운 분위기, 티몬 자체의 네임벨류가 좋음, 경력 적은 주니어의 경우 잠깐 빡세게 굴러서 경력 키우기 좋음","아무리 일 열심히 해도 라인 못 타면 끝, 일하는 사람만 하고 놀 사람은 노는 구조 (팀바팀이지만 기업 문화가 점점 이상해지는걸 느낌) 재택근무도 없어지고 복지랄 게 없음, 오피스 계속 쪼개지고 사무실 여러 번 옮기는 게 너무 지겨움, 젊은층 많고 같이 일하는 사람들이 좋다는 평이 많지만 글쎄 …? 일 안 하고 친목만 해서 그게 더 문제임","리더가 있음에도 불구라고 리더의 부재를 느낍니다 평가, 보상도 제대로 할 수 있는 시스템이 필요해요",2점,1점,1점,3점,2점,2점,1
